trip_id,start_stop_id,arrival_time,arrival_hour,arrival_minute,stop_sequence_x,stop_lat,stop_lon,route_id,direction_id,runtime_sec,end_stop_id,next_lat,next_lon,congestion_level
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4437,1900-01-01 15:34:45.454545455,15,34,35,50.884446,7.63443,1100303,0,60.0,4438,50.881609,7.628959,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4438,1900-01-01 15:35:45.454545455,15,35,36,50.881609,7.628959,1100303,0,60.0,2432,50.878277,7.621653,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,2432,1900-01-01 15:36:45.454545455,15,36,37,50.878277,7.621653,1100303,0,240.0,2428,50.878277,7.621653,4
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4466,1900-01-01 14:44:00.000000000,14,44,2,51.023947,7.572283,1100303,1,300.0,3883,51.024465,7.577219,4
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4467,1900-01-01 14:49:00.000000000,14,49,3,51.024465,7.577219,1100303,1,120.0,4466,51.024618,7.590466,4
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4468,1900-01-01 14:51:00.000000000,14,51,4,51.024618,7.590466,1100303,1,120.0,4467,51.024641,7.594729,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4469,1900-01-01 14:53:00.000000000,14,53,5,51.024641,7.594729,1100303,1,60.0,4468,51.023994,7.599923,3
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4470,1900-01-01 14:54:00.000000000,14,54,6,51.023994,7.599923,1100303,1,60.0,4469,51.024772,7.606165,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4471,1900-01-01 14:55:00.000000000,14,55,7,51.024772,7.606165,1100303,1,60.0,4470,51.023768,7.613785,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4259,1900-01-01 14:56:00.000000000,14,56,8,51.023768,7.613785,1100303,1,60.0,4471,51.01944,7.617953,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4261,1900-01-01 14:57:00.000000000,14,57,9,51.01944,7.617953,1100303,1,60.0,4259,51.015432,7.623671,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4263,1900-01-01 14:58:00.000000000,14,58,10,51.015432,7.623671,1100303,1,60.0,4261,51.011923,7.623291,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4264,1900-01-01 14:59:00.000000000,14,59,11,51.011923,7.623291,1100303,1,0.0,4263,51.008963,7.624043,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4265,1900-01-01 14:59:00.000000000,14,59,12,51.008963,7.624043,1100303,1,180.0,4264,51.005446,7.631985,4
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4480,1900-01-01 15:02:00.000000000,15,2,13,51.005446,7.631985,1100303,1,180.0,4265,51.004424,7.636223,3
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4481,1900-01-01 15:05:00.000000000,15,5,14,51.004424,7.636223,1100303,1,60.0,4480,50.996327,7.636095,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4482,1900-01-01 15:06:00.000000000,15,6,15,50.996327,7.636095,1100303,1,60.0,4481,50.990903,7.64398,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4483,1900-01-01 15:07:00.000000000,15,7,16,50.990903,7.64398,1100303,1,60.0,4482,50.987046,7.651678,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4484,1900-01-01 15:08:00.000000000,15,8,17,50.987046,7.651678,1100303,1,60.0,4483,50.987074,7.662361,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4485,1900-01-01 15:09:00.000000000,15,9,18,50.987074,7.662361,1100303,1,60.0,4484,50.98206,7.676636,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4486,1900-01-01 15:10:00.000000000,15,10,19,50.98206,7.676636,1100303,1,120.0,4485,50.987518,7.690293,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4282,1900-01-01 15:12:00.000000000,15,12,20,50.987518,7.690293,1100303,1,0.0,4282,50.987518,7.690293,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4282,1900-01-01 15:12:00.000000000,15,12,20,50.987518,7.690293,1100303,1,120.0,4283,50.987518,7.690293,4
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4282,1900-01-01 15:14:00.000000000,15,14,20,50.987518,7.690293,1100303,1,120.0,4486,50.986818,7.693928,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4283,1900-01-01 15:16:00.000000000,15,16,21,50.986818,7.693928,1100303,1,60.0,4282,50.987518,7.690293,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4282,1900-01-01 15:17:00.000000000,15,17,22,50.987518,7.690293,1100303,1,120.0,4486,50.987518,7.690293,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4282,1900-01-01 15:19:00.000000000,15,19,22,50.987518,7.690293,1100303,1,0.0,4282,50.987518,7.690293,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4282,1900-01-01 15:19:00.000000000,15,19,22,50.987518,7.690293,1100303,1,120.0,4283,50.970029,7.676203,4
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4310,1900-01-01 15:21:00.000000000,15,21,23,50.970029,7.676203,1100303,1,240.0,4282,50.967305,7.678724,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,7941,1900-01-01 15:25:00.000000000,15,25,24,50.967305,7.678724,1100303,1,60.0,4310,50.965511,7.684696,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4292,1900-01-01 15:26:00.000000000,15,26,25,50.965511,7.684696,1100303,1,0.0,7941,50.955706,7.665041,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4315,1900-01-01 15:26:00.000000000,15,26,26,50.955706,7.665041,1100303,1,120.0,4292,50.947842,7.65921,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4316,1900-01-01 15:28:00.000000000,15,28,27,50.947842,7.65921,1100303,1,60.0,4315,50.94146,7.658584,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4317,1900-01-01 15:29:00.000000000,15,29,28,50.94146,7.658584,1100303,1,60.0,4316,50.93035,7.648316,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4318,1900-01-01 15:30:00.000000000,15,30,29,50.93035,7.648316,1100303,1,120.0,4317,50.91631,7.651987,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4432,1900-01-01 15:32:00.000000000,15,32,30,50.91631,7.651987,1100303,1,180.0,4318,50.91495,7.655351,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4433,1900-01-01 15:35:00.000000000,15,35,31,50.91495,7.655351,1100303,1,60.0,4432,50.906042,7.659102,2
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4434,1900-01-01 15:36:00.000000000,15,36,32,50.906042,7.659102,1100303,1,120.0,4433,50.894852,7.656344,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4435,1900-01-01 15:38:00.000000000,15,38,33,50.894852,7.656344,1100303,1,120.0,4434,50.891318,7.650746,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4436,1900-01-01 15:40:00.000000000,15,40,34,50.891318,7.650746,1100303,1,60.0,4435,50.884446,7.63443,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4437,1900-01-01 15:41:00.000000000,15,41,35,50.884446,7.63443,1100303,1,120.0,4436,50.881609,7.628959,0
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,4438,1900-01-01 15:43:00.000000000,15,43,36,50.881609,7.628959,1100303,1,60.0,4437,50.878277,7.621653,1
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,2432,1900-01-01 15:44:00.000000000,15,44,37,50.878277,7.621653,1100303,1,120.0,4438,50.874849,7.61281,3
15-303-011-3883.2.24:144100-38-173_90E02129-4D8C-4389-906C-B07A01276517,2428,1900-01-01 15:46:00.000000000,15,46,38,50.874849,7.61281,1100303,1,120.0,2432,50.874849,7.61281,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3883,1900-01-01 12:20:00.000000000,12,20,1,51.023623,7.5663,1100316,0,180.0,4360,51.028949,7.568704,3
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4360,1900-01-01 12:23:00.000000000,12,23,2,51.028949,7.568704,1100316,0,120.0,7508,51.027072,7.563166,4
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,7508,1900-01-01 12:25:00.000000000,12,25,3,51.027072,7.563166,1100316,0,60.0,4186,51.024521,7.557621,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4186,1900-01-01 12:26:00.000000000,12,26,4,51.024521,7.557621,1100316,0,60.0,4185,51.023811,7.551554,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4185,1900-01-01 12:27:00.000000000,12,27,5,51.023811,7.551554,1100316,0,60.0,4184,51.024665,7.539338,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4184,1900-01-01 12:28:00.000000000,12,28,6,51.024665,7.539338,1100316,0,120.0,4514,51.023742,7.530926,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4514,1900-01-01 12:30:00.000000000,12,30,7,51.023742,7.530926,1100316,0,60.0,4182,51.027383,7.523291,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4182,1900-01-01 12:31:00.000000000,12,31,8,51.027383,7.523291,1100316,0,60.0,4181,51.029163,7.516436,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4181,1900-01-01 12:32:00.000000000,12,32,9,51.029163,7.516436,1100316,0,120.0,4180,51.030088,7.499787,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4180,1900-01-01 12:34:00.000000000,12,34,10,51.030088,7.499787,1100316,0,60.0,4179,51.029293,7.491693,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4179,1900-01-01 12:35:00.000000000,12,35,11,51.029293,7.491693,1100316,0,120.0,4178,51.035241,7.495377,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4178,1900-01-01 12:37:00.000000000,12,37,12,51.035241,7.495377,1100316,0,60.0,4177,51.040773,7.499348,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4177,1900-01-01 12:38:00.000000000,12,38,13,51.040773,7.499348,1100316,0,60.0,3896,51.045849,7.502378,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3896,1900-01-01 12:39:00.000000000,12,39,14,51.045849,7.502378,1100316,0,60.0,9160,51.042949,7.495825,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,9160,1900-01-01 12:40:00.000000000,12,40,15,51.042949,7.495825,1100316,0,60.0,3897,51.041624,7.493957,4
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3897,1900-01-01 12:41:00.000000000,12,41,16,51.041624,7.493957,1100316,0,60.0,7629,51.040294,7.491804,4
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,7629,1900-01-01 12:42:00.000000000,12,42,17,51.040294,7.491804,1100316,0,60.0,3898,51.034188,7.481414,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3898,1900-01-01 12:43:00.000000000,12,43,18,51.034188,7.481414,1100316,0,60.0,3899,51.03258,7.477741,3
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3899,1900-01-01 12:44:00.000000000,12,44,19,51.03258,7.477741,1100316,0,60.0,3900,51.030349,7.472937,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3900,1900-01-01 12:45:00.000000000,12,45,20,51.030349,7.472937,1100316,0,180.0,4127,51.036754,7.458184,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4127,1900-01-01 12:48:00.000000000,12,48,21,51.036754,7.458184,1100316,0,180.0,3901,51.029249,7.469624,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3901,1900-01-01 12:51:00.000000000,12,51,22,51.029249,7.469624,1100316,0,60.0,3902,51.025161,7.458676,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3902,1900-01-01 12:52:00.000000000,12,52,23,51.025161,7.458676,1100316,0,60.0,3903,51.023186,7.453411,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3903,1900-01-01 12:53:00.000000000,12,53,24,51.023186,7.453411,1100316,0,60.0,3904,51.020842,7.448862,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3904,1900-01-01 12:54:00.000000000,12,54,25,51.020842,7.448862,1100316,0,60.0,9235,51.019017,7.442349,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,9235,1900-01-01 12:55:00.000000000,12,55,26,51.019017,7.442349,1100316,0,60.0,3906,51.015545,7.435258,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3906,1900-01-01 12:56:00.000000000,12,56,27,51.015545,7.435258,1100316,0,60.0,3907,50.986589,7.425791,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3859,1900-01-01 12:57:00.000000000,12,57,29,50.986589,7.425791,1100316,0,60.0,3858,50.989451,7.402449,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3856,1900-01-01 12:58:00.000000000,12,58,32,50.989451,7.402449,1100316,0,60.0,3855,50.986203,7.387695,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3855,1900-01-01 12:59:00.000000000,12,59,33,50.986203,7.387695,1100316,0,60.0,4123,50.985779,7.384051,3
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4123,1900-01-01 13:00:00.000000000,13,0,34,50.985779,7.384051,1100316,0,60.0,3936,50.985779,7.384051,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4360,1900-01-01 12:23:00.000000000,12,23,2,51.028949,7.568704,1100316,1,240.0,3883,51.024521,7.557621,4
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4186,1900-01-01 12:27:00.000000000,12,27,4,51.024521,7.557621,1100316,1,60.0,3884,51.023811,7.551554,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4185,1900-01-01 12:28:00.000000000,12,28,5,51.023811,7.551554,1100316,1,60.0,4186,51.024665,7.539338,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4184,1900-01-01 12:29:00.000000000,12,29,6,51.024665,7.539338,1100316,1,60.0,4185,51.023742,7.530926,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4514,1900-01-01 12:30:00.000000000,12,30,7,51.023742,7.530926,1100316,1,60.0,4184,51.027383,7.523291,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4182,1900-01-01 12:31:00.000000000,12,31,8,51.027383,7.523291,1100316,1,60.0,4514,51.029163,7.516436,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4181,1900-01-01 12:32:00.000000000,12,32,9,51.029163,7.516436,1100316,1,60.0,4182,51.030088,7.499787,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4180,1900-01-01 12:33:00.000000000,12,33,10,51.030088,7.499787,1100316,1,60.0,4181,51.029293,7.491693,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4179,1900-01-01 12:34:00.000000000,12,34,11,51.029293,7.491693,1100316,1,60.0,4180,51.035241,7.495377,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4178,1900-01-01 12:35:00.000000000,12,35,12,51.035241,7.495377,1100316,1,120.0,4179,51.040773,7.499348,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4177,1900-01-01 12:37:00.000000000,12,37,13,51.040773,7.499348,1100316,1,60.0,4178,51.045849,7.502378,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3896,1900-01-01 12:38:00.000000000,12,38,14,51.045849,7.502378,1100316,1,120.0,4177,51.042949,7.495825,3
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,9160,1900-01-01 12:40:00.000000000,12,40,15,51.042949,7.495825,1100316,1,60.0,3896,51.041624,7.493957,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3897,1900-01-01 12:41:00.000000000,12,41,16,51.041624,7.493957,1100316,1,60.0,9160,51.040294,7.491804,4
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,7629,1900-01-01 12:42:00.000000000,12,42,17,51.040294,7.491804,1100316,1,60.0,3897,51.034188,7.481414,4
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3898,1900-01-01 12:43:00.000000000,12,43,18,51.034188,7.481414,1100316,1,60.0,7629,51.03258,7.477741,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3899,1900-01-01 12:44:00.000000000,12,44,19,51.03258,7.477741,1100316,1,60.0,3898,51.030349,7.472937,3
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3900,1900-01-01 12:45:00.000000000,12,45,20,51.030349,7.472937,1100316,1,60.0,3899,51.036754,7.458184,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4127,1900-01-01 12:46:00.000000000,12,46,21,51.036754,7.458184,1100316,1,180.0,3900,51.029249,7.469624,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3901,1900-01-01 12:49:00.000000000,12,49,22,51.029249,7.469624,1100316,1,180.0,4127,51.025161,7.458676,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3902,1900-01-01 12:52:00.000000000,12,52,23,51.025161,7.458676,1100316,1,60.0,3901,51.023186,7.453411,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3903,1900-01-01 12:53:00.000000000,12,53,24,51.023186,7.453411,1100316,1,60.0,3902,51.020842,7.448862,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3904,1900-01-01 12:54:00.000000000,12,54,25,51.020842,7.448862,1100316,1,60.0,3903,51.019017,7.442349,2
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,9235,1900-01-01 12:55:00.000000000,12,55,26,51.019017,7.442349,1100316,1,60.0,3904,51.015545,7.435258,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3906,1900-01-01 12:56:00.000000000,12,56,27,51.015545,7.435258,1100316,1,60.0,9235,51.007987,7.438701,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3907,1900-01-01 12:57:00.000000000,12,57,28,51.007987,7.438701,1100316,1,60.0,3906,50.984997,7.417738,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3858,1900-01-01 12:58:00.000000000,12,58,30,50.984997,7.417738,1100316,1,60.0,3859,50.986203,7.387695,1
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3855,1900-01-01 12:59:00.000000000,12,59,33,50.986203,7.387695,1100316,1,60.0,3856,50.985779,7.384051,0
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,4123,1900-01-01 13:00:00.000000000,13,0,34,50.985779,7.384051,1100316,1,60.0,3855,50.985948,7.378117,3
15-316-011-3883.2.33:122000-35-174_DF049DF5-5ECD-4203-9A51-B07D0158EF1F,3936,1900-01-01 13:01:00.000000000,13,1,35,50.985948,7.378117,1100316,1,60.0,4123,50.985948,7.378117,2
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5043,1900-01-01 12:34:00.000000000,12,34,2,50.903449,7.395696,800056,0,60.0,2887,50.893771,7.381733,1
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5042,1900-01-01 12:35:00.000000000,12,35,3,50.893771,7.381733,800056,0,120.0,5043,50.890832,7.365656,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5041,1900-01-01 12:37:00.000000000,12,37,4,50.890832,7.365656,800056,0,60.0,5042,50.887987,7.35986,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5040,1900-01-01 12:38:00.000000000,12,38,5,50.887987,7.35986,800056,0,60.0,5041,50.884773,7.35104,1
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,7128,1900-01-01 12:39:00.000000000,12,39,6,50.884773,7.35104,800056,0,60.0,5040,50.882754,7.339741,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5032,1900-01-01 12:40:00.000000000,12,40,7,50.882754,7.339741,800056,0,60.0,7128,50.874594,7.331679,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5029,1900-01-01 12:41:00.000000000,12,41,8,50.874594,7.331679,800056,0,120.0,5032,50.870407,7.323632,1
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5028,1900-01-01 12:43:00.000000000,12,43,9,50.870407,7.323632,800056,0,60.0,5029,50.865657,7.317574,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5030,1900-01-01 12:44:00.000000000,12,44,10,50.865657,7.317574,800056,0,120.0,5028,50.861896,7.312326,3
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5027,1900-01-01 12:46:00.000000000,12,46,11,50.861896,7.312326,800056,0,60.0,5030,50.857848,7.305295,1
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5026,1900-01-01 12:47:00.000000000,12,47,12,50.857848,7.305295,800056,0,60.0,5027,50.852257,7.299643,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5025,1900-01-01 12:48:00.000000000,12,48,13,50.852257,7.299643,800056,0,60.0,5026,50.83462,7.285752,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5019,1900-01-01 12:49:00.000000000,12,49,14,50.83462,7.285752,800056,0,180.0,5025,50.825751,7.278895,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,2266,1900-01-01 12:52:00.000000000,12,52,15,50.825751,7.278895,800056,0,120.0,5019,50.820454,7.263451,1
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,2264,1900-01-01 12:54:00.000000000,12,54,16,50.820454,7.263451,800056,0,120.0,2266,50.793908,7.203023,1
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,1811,1900-01-01 12:56:00.000000000,12,56,18,50.793908,7.203023,800056,0,240.0,2242,50.793908,7.203023,3
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,2887,1900-01-01 12:33:00.000000000,12,33,1,50.906036,7.406294,800056,1,60.0,5043,50.903449,7.395696,1
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5043,1900-01-01 12:34:00.000000000,12,34,2,50.903449,7.395696,800056,1,120.0,5042,50.893771,7.381733,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5042,1900-01-01 12:36:00.000000000,12,36,3,50.893771,7.381733,800056,1,60.0,5041,50.890832,7.365656,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5041,1900-01-01 12:37:00.000000000,12,37,4,50.890832,7.365656,800056,1,60.0,5040,50.887987,7.35986,1
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5040,1900-01-01 12:38:00.000000000,12,38,5,50.887987,7.35986,800056,1,60.0,7128,50.884773,7.35104,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,7128,1900-01-01 12:39:00.000000000,12,39,6,50.884773,7.35104,800056,1,60.0,5032,50.882754,7.339741,0
15-56-008-2887.2.21:123300-18-156_BCA8FCD6-3FA0-4A76-9BD1-B084015D3F08,5032,1900-01-01 12:40:00.000000000,12,40,7,50.882754,7.339741,800056,1,120.0,5029,50.874594,7.331679,1
