,trip_id,start_stop_id,arrival_time,arrival_hour,arrival_minute,stop_sequence_x,stop_lat,stop_lon,route_id,direction_id,speed_kmh,segment_max_speed_kmh,runtime_sec,end_stop_id,distance_m,next_lat,next_lon,congestion_level
9259,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3390,1900-01-01 05:42:00.000000000,5,42,6,51.054237,7.302369,300429,1,33.0,33.0,60.0,3389,544.986614563824,51.049851,7.302331,1
147,1-315-011-4280.2.21:053300-12-175_F892CAC5-B893-4427-93B0-B05300F5463C,4511,1900-01-01 05:42:00.000000000,5,42,7,51.030511,7.664286,1100315,0,19.0,19.0,60.0,4512,315.083993093286,51.02938,7.660439,3
4037,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3995,1900-01-01 05:42:00.000000000,5,42,2,51.085908,7.191933,1600265,1,42.0,42.0,120.0,5103,1388.4537098089,51.077976,7.194882,0
9260,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3389,1900-01-01 05:43:00.000000000,5,43,7,51.049851,7.302331,300429,1,23.0,23.0,60.0,3388,387.772655737929,51.048444,7.299511,2
148,1-315-011-4280.2.21:053300-12-175_F892CAC5-B893-4427-93B0-B05300F5463C,4512,1900-01-01 05:43:00.000000000,5,43,8,51.02938,7.660439,1100315,0,16.0,16.0,60.0,4513,259.901911028005,51.02822,7.657233,3
374,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1489,1900-01-01 05:43:00.000000000,5,43,1,50.62744,7.014754,1200857,0,31.0,31.0,180.0,1480,1546.71957737635,50.626777,7.031939,1
149,1-315-011-4280.2.21:053300-12-175_F892CAC5-B893-4427-93B0-B05300F5463C,4513,1900-01-01 05:44:00.000000000,5,44,9,51.02822,7.657233,1100315,0,27.0,27.0,60.0,4495,445.391366720544,51.025319,7.653936,2
15736,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,488,1900-01-01 05:44:00.000000000,5,44,1,50.858127,7.079251,100164,1,36.3,41.0,275.0,487,2722.68850035175,50.863919,7.054399,1
9261,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3388,1900-01-01 05:44:00.000000000,5,44,8,51.048444,7.299511,300429,1,29.0,29.0,120.0,3387,976.621785571425,51.044905,7.288731,2
4038,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,5103,1900-01-01 05:44:00.000000000,5,44,3,51.077976,7.194882,1600265,1,39.0,39.0,60.0,3996,653.017241246828,51.08189,7.199835,1
4040,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3997,1900-01-01 05:45:00.000000000,5,45,5,51.084426,7.205767,1600265,1,34.0,34.0,60.0,3998,569.447897327794,51.086235,7.213364,1
150,1-315-011-4280.2.21:053300-12-175_F892CAC5-B893-4427-93B0-B05300F5463C,4495,1900-01-01 05:45:00.000000000,5,45,10,51.025319,7.653936,1100315,0,28.0,28.0,60.0,4494,459.027602371574,51.025319,7.653936,2
6882,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,3095,1900-01-01 05:45:00.000000000,5,45,9,51.117594,6.972646,300257,0,14.0,14.0,120.0,3094,470.886801486968,51.117226,6.967183,4
4039,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3996,1900-01-01 05:45:00.000000000,5,45,4,51.08189,7.199835,1600265,1,24.3,24.2752987344503,0.0,3997,510.409696862902,51.084426,7.205767,2
9262,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3387,1900-01-01 05:46:00.000000000,5,46,9,51.044905,7.288731,300429,1,38.0,38.0,120.0,3386,1272.99650489642,51.036521,7.277777,1
375,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1480,1900-01-01 05:46:00.000000000,5,46,2,50.626777,7.031939,1200857,0,32.0,32.0,60.0,1481,531.99939998699,50.624903,7.037481,1
411,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1480,1900-01-01 05:46:00.000000000,5,46,2,50.626777,7.031939,1200857,1,23.0,23.0,240.0,1489,1546.71957737634,50.624903,7.037481,2
4041,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3998,1900-01-01 05:46:00.000000000,5,46,6,51.086235,7.213364,1600265,1,51.0,51.0,60.0,3999,845.062107111237,51.091406,7.220151,0
6883,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,3094,1900-01-01 05:47:00.000000000,5,47,10,51.117226,6.967183,300257,0,29.0,29.0,60.0,3093,479.954366834449,51.115044,6.96141,2
376,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1481,1900-01-01 05:47:00.000000000,5,47,3,50.624903,7.037481,1200857,0,14.0,14.0,60.0,1482,225.343809047807,50.623733,7.039645,4
4042,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3999,1900-01-01 05:47:00.000000000,5,47,7,51.091406,7.220151,1600265,1,24.0,24.0,60.0,4000,394.101922061955,51.094799,7.218856,2
6884,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,3093,1900-01-01 05:48:00.000000000,5,48,11,51.115044,6.96141,300257,0,14.0,14.0,60.0,3092,229.607707129979,51.113916,6.958688,4
9263,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3386,1900-01-01 05:48:00.000000000,5,48,10,51.036521,7.277777,300429,1,24.0,24.0,60.0,3385,408.081948657143,51.032979,7.278649,2
4043,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,4000,1900-01-01 05:48:00.000000000,5,48,8,51.094799,7.218856,1600265,1,24.0,24.0,120.0,3233,813.478663998253,51.101966,7.21776,2
377,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1482,1900-01-01 05:48:00.000000000,5,48,4,50.623733,7.039645,1200857,0,15.0,15.0,60.0,1483,243.516194310023,50.621579,7.040234,4
15737,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,487,1900-01-01 05:48:35.000000000,5,48,2,50.863919,7.054399,100164,1,26.0,26.0,60.0,486,432.096994709526,50.866089,7.049064,2
15727,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,487,1900-01-01 05:49:00.000000000,5,49,2,50.863919,7.054399,100164,0,29.6,33.0,333.913043478261,488,2722.68850035175,50.866089,7.049064,1
9264,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3385,1900-01-01 05:49:00.000000000,5,49,11,51.032979,7.278649,300429,1,43.0,43.0,120.0,3384,1427.41827573924,51.021356,7.278642,0
378,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1483,1900-01-01 05:49:00.000000000,5,49,5,50.621579,7.040234,1200857,0,43.0,43.0,120.0,6211,1423.57518200209,50.614348,7.047562,0
6885,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,3092,1900-01-01 05:49:00.000000000,5,49,12,51.113916,6.958688,300257,0,35.0,35.0,60.0,2622,586.23742918393,51.113375,6.951151,1
15738,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,486,1900-01-01 05:49:35.000000000,5,49,3,50.866089,7.049064,100164,1,19.0,19.0,120.0,757,620.757841715829,50.868438,7.044699,3
6886,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,2622,1900-01-01 05:50:00.000000000,5,50,13,51.113375,6.951151,300257,0,28.0,28.0,60.0,5263,465.806596435479,51.113842,6.944577,2
4044,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3233,1900-01-01 05:50:00.000000000,5,50,9,51.101966,7.21776,1600265,1,22.0,22.0,60.0,3234,360.956843459857,51.104577,7.220798,2
412,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1481,1900-01-01 05:50:00.000000000,5,50,3,50.624903,7.037481,1200857,1,32.0,32.0,60.0,1480,531.99939998699,50.623733,7.039645,1
4045,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3234,1900-01-01 05:51:00.000000000,5,51,10,51.104577,7.220798,1600265,1,16.0,16.0,120.0,3603,541.395559570289,51.108108,7.226132,3
9265,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3384,1900-01-01 05:51:00.000000000,5,51,12,51.021356,7.278642,300429,1,40.0,40.0,60.0,3383,661.028719002129,51.024669,7.271607,1
379,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,6211,1900-01-01 05:51:00.000000000,5,51,6,50.614348,7.047562,1200857,0,37.0,37.0,60.0,6210,624.539390584553,50.613213,7.055845,1
413,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1482,1900-01-01 05:51:00.000000000,5,51,4,50.623733,7.039645,1200857,1,14.0,14.0,60.0,1481,225.343809047807,50.621579,7.040234,4
6887,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,5263,1900-01-01 05:51:00.000000000,5,51,14,51.113842,6.944577,300257,0,32.0,32.0,60.0,5262,528.385705273456,51.113624,6.937046,1
15739,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,757,1900-01-01 05:51:35.000000000,5,51,4,50.868438,7.044699,100164,1,19.0,19.0,60.0,758,318.21648290755,50.866344,7.041627,3
380,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,6210,1900-01-01 05:52:00.000000000,5,52,7,50.613213,7.055845,1200857,0,25.0,25.0,60.0,1931,421.834974811804,50.614221,7.06159,2
6888,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,5262,1900-01-01 05:52:00.000000000,5,52,15,51.113624,6.937046,300257,0,18.0,18.0,120.0,5261,594.931871093836,51.109744,6.93891,3
414,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1483,1900-01-01 05:52:00.000000000,5,52,5,50.621579,7.040234,1200857,1,15.0,15.0,60.0,1482,243.516194310023,50.614348,7.047562,4
2555,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,160,1900-01-01 05:52:00.000000000,5,52,1,50.912354,6.923938,100013,0,17.0,18.0,60.0,162,291.043263000767,50.914193,6.920989,3
9266,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3383,1900-01-01 05:52:00.000000000,5,52,13,51.024669,7.271607,300429,1,16.0,16.0,180.0,3378,788.310091956013,51.026582,7.262622,3
15740,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,758,1900-01-01 05:52:35.000000000,5,52,5,50.866344,7.041627,100164,1,30.0,30.0,60.0,759,492.259441788523,50.863114,7.036867,2
415,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,6211,1900-01-01 05:53:00.000000000,5,53,6,50.614348,7.047562,1200857,1,43.0,43.0,120.0,1483,1423.57518200209,50.613213,7.055845,0
381,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1931,1900-01-01 05:53:00.000000000,5,53,8,50.614221,7.06159,1200857,0,54.0,54.0,240.0,9103,3628.91823620004,50.596117,7.083964,0
4046,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3603,1900-01-01 05:53:00.000000000,5,53,11,51.108108,7.226132,1600265,1,21.0,21.0,60.0,3604,346.205830730993,51.110036,7.229967,2
2556,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,162,1900-01-01 05:53:00.000000000,5,53,2,50.914193,6.920989,100013,0,24.0,24.0,60.0,163,397.562398785047,50.916839,6.91723,2
2577,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,162,1900-01-01 05:53:00.000000000,5,53,2,50.914193,6.920989,100013,1,17.0,17.0,60.0,160,291.043263000767,50.916839,6.91723,3
15741,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,759,1900-01-01 05:53:35.000000000,5,53,6,50.863114,7.036867,100164,1,21.0,21.0,60.0,763,344.985141075268,50.860615,7.033829,2
2557,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,163,1900-01-01 05:54:00.000000000,5,54,3,50.916839,6.91723,100013,0,24.0,24.0,60.0,164,408.007320725178,50.920333,6.915279,2
2578,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,163,1900-01-01 05:54:00.000000000,5,54,3,50.916839,6.91723,100013,1,12.0,12.0,120.0,162,397.562398785047,50.920333,6.915279,4
4047,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3604,1900-01-01 05:54:00.000000000,5,54,12,51.110036,7.229967,1600265,1,68.0,68.0,60.0,3992,1135.48651697441,51.115199,7.221921,0
6889,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,5261,1900-01-01 05:54:00.000000000,5,54,16,51.109744,6.93891,300257,0,21.0,21.0,60.0,5260,341.757532085479,51.107117,6.941427,2
15728,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,486,1900-01-01 05:54:33.913043478,5,54,3,50.866089,7.049064,100164,0,9.0,9.0,180.0,487,429.75423066228,50.860615,7.033829,4
15742,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,763,1900-01-01 05:54:35.000000000,5,54,7,50.860615,7.033829,100164,1,33.6,47.0,95.0,764,790.947180861494,50.856152,7.025181,1
416,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,6210,1900-01-01 05:55:00.000000000,5,55,7,50.613213,7.055845,1200857,1,37.0,37.0,60.0,6211,624.539390584553,50.614221,7.06159,1
9267,429002-429-003-3392.2.24:054000-15-63_7654D2E0-D43B-44FA-B280-AF6D0110EB2F,3378,1900-01-01 05:55:00.000000000,5,55,14,51.026582,7.262622,300429,1,41.0,41.0,120.0,5075,1375.69611280697,51.026582,7.262622,0
6890,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,5260,1900-01-01 05:55:00.000000000,5,55,17,51.107117,6.941427,300257,0,18.0,18.0,60.0,2942,305.985925325764,51.105061,6.942199,3
2558,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,164,1900-01-01 05:55:00.000000000,5,55,4,50.920333,6.915279,100013,0,26.0,26.0,60.0,173,439.129590430609,50.923773,6.91226,2
4048,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3992,1900-01-01 05:55:00.000000000,5,55,13,51.115199,7.221921,1600265,1,48.0,48.0,60.0,3991,801.906782798248,51.120908,7.21583,0
11633,6010238-601-006-9478.2.22:055600-44-1_0AE2BABB-BCFB-4EDD-9F86-AF4700977CDB,9478,1900-01-01 05:56:00.000000000,5,56,1,50.753171,7.044099,600601,1,24.3,24.2752987344503,0.0,1445,149.598425060747,50.753163,7.041987,2
2559,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,173,1900-01-01 05:56:00.000000000,5,56,5,50.923773,6.91226,100013,0,15.0,15.0,120.0,170,504.955655434772,50.927755,6.908811,4
4049,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3991,1900-01-01 05:56:00.000000000,5,56,14,51.120908,7.21583,1600265,1,22.0,22.0,60.0,3990,367.951883577195,51.12417,7.215073,2
6891,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,2942,1900-01-01 05:56:00.000000000,5,56,18,51.105061,6.942199,300257,0,26.0,26.0,120.0,3079,855.321713708714,51.105061,6.942199,2
11634,6010238-601-006-9478.2.22:055600-44-1_0AE2BABB-BCFB-4EDD-9F86-AF4700977CDB,1445,1900-01-01 05:56:00.000000000,5,56,2,50.753163,7.041987,600601,1,36.0,36.0,60.0,1447,604.553407087963,50.749881,7.04003,1
11594,6010238-601-006-9478.2.22:055600-44-1_0AE2BABB-BCFB-4EDD-9F86-AF4700977CDB,1445,1900-01-01 05:56:00.000000000,5,56,2,50.753163,7.041987,600601,0,9.0,9.0,60.0,9478,149.092926061055,50.749881,7.04003,4
417,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1931,1900-01-01 05:56:00.000000000,5,56,8,50.614221,7.06159,1200857,1,25.0,25.0,60.0,6210,421.834974811804,50.596117,7.083964,2
2579,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,164,1900-01-01 05:56:00.000000000,5,56,4,50.920333,6.915279,100013,1,24.0,24.0,60.0,163,408.007320725178,50.923773,6.91226,2
15743,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,764,1900-01-01 05:56:10.000000000,5,56,8,50.856152,7.025181,100164,1,35.0,35.0,60.0,765,588.714193885515,50.852973,7.018593,1
168,1-338-011-3416.2.21:054900-19-1_2345D320-1A05-4309-B031-AF580131A870,4092,1900-01-01 05:57:00.000000000,5,57,7,51.139078,7.454777,1100338,0,40.0,40.0,60.0,4093,673.998531503282,51.144451,7.458576,1
11595,6010238-601-006-9478.2.22:055600-44-1_0AE2BABB-BCFB-4EDD-9F86-AF4700977CDB,1447,1900-01-01 05:57:00.000000000,5,57,3,50.749881,7.04003,600601,0,36.0,36.0,60.0,1445,603.637853687522,50.750893,7.046542,1
4031,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3990,1900-01-01 05:57:00.000000000,5,57,15,51.12417,7.215073,1600265,0,22.0,22.0,60.0,3991,367.951883577195,51.128922,7.216283,2
382,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,9103,1900-01-01 05:57:00.000000000,5,57,9,50.596117,7.083964,1200857,0,16.0,16.0,60.0,1938,272.835579557343,50.595614,7.087766,3
11635,6010238-601-006-9478.2.22:055600-44-1_0AE2BABB-BCFB-4EDD-9F86-AF4700977CDB,1447,1900-01-01 05:57:00.000000000,5,57,3,50.749881,7.04003,600601,1,17.0,34.0,120.0,694,561.022040939312,50.750893,7.046542,3
2580,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,173,1900-01-01 05:57:00.000000000,5,57,5,50.923773,6.91226,100013,1,26.0,26.0,60.0,164,439.129590430609,50.927755,6.908811,2
4050,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3990,1900-01-01 05:57:00.000000000,5,57,15,51.12417,7.215073,1600265,1,33.0,33.0,60.0,3989,542.369791405481,51.128922,7.216283,1
418,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,9103,1900-01-01 05:57:00.000000000,5,57,9,50.596117,7.083964,1200857,1,54.0,54.0,240.0,1931,3617.17175477702,50.595614,7.087766,0
15744,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,765,1900-01-01 05:57:10.000000000,5,57,9,50.852973,7.018593,100164,1,22.0,22.0,60.0,581,367.974876938994,50.851457,7.014171,2
15729,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,763,1900-01-01 05:57:33.913043478,5,57,7,50.860615,7.033829,100164,0,18.0,18.0,60.0,762,304.356640144579,50.856152,7.025181,3
4032,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3989,1900-01-01 05:58:00.000000000,5,58,16,51.128922,7.216283,1600265,0,24.3,33.0,0.0,3990,542.369791405481,51.132317,7.214772,2
2581,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,170,1900-01-01 05:58:00.000000000,5,58,6,50.927755,6.908811,100013,1,15.0,15.0,120.0,173,504.955655434772,50.931195,6.907968,4
383,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1938,1900-01-01 05:58:00.000000000,5,58,10,50.595614,7.087766,1200857,0,44.0,44.0,120.0,1016,1469.58884255143,50.608355,7.087494,0
4051,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3989,1900-01-01 05:58:00.000000000,5,58,16,51.128922,7.216283,1600265,1,24.0,24.0,60.0,3988,393.806883593387,51.132317,7.214772,2
169,1-338-011-3416.2.21:054900-19-1_2345D320-1A05-4309-B031-AF580131A870,4093,1900-01-01 05:58:00.000000000,5,58,8,51.144451,7.458576,1100338,0,26.0,26.0,120.0,4205,852.101404226842,51.147229,7.45925,2
6892,2570001-257-003-3100.2.23:053200-19-63_1A73D408-7BA0-4BD9-996B-AF6D0110ED87,3079,1900-01-01 05:58:00.000000000,5,58,19,51.1024,6.937819,300257,1,26.0,51.0,120.0,2942,855.321713708714,51.1024,6.937819,2
11596,6010238-601-006-9478.2.22:055600-44-1_0AE2BABB-BCFB-4EDD-9F86-AF4700977CDB,694,1900-01-01 05:58:00.000000000,5,58,4,50.750893,7.046542,600601,0,17.0,17.0,120.0,1447,561.022040939312,50.74911,7.048855,3
4033,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3988,1900-01-01 05:58:00.000000000,5,58,17,51.132317,7.214772,1600265,0,24.0,24.0,60.0,3989,393.806883593387,51.135568,7.212514,2
2560,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,170,1900-01-01 05:58:00.000000000,5,58,6,50.927755,6.908811,100013,0,23.0,23.0,60.0,169,385.479143630708,50.931195,6.907968,2
15745,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,581,1900-01-01 05:58:10.000000000,5,58,10,50.851457,7.014171,100164,1,27.0,27.0,60.0,766,454.068303150208,50.84861,7.009665,2
15730,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,764,1900-01-01 05:58:33.913043478,5,58,8,50.856152,7.025181,100164,0,48.0,48.0,60.0,763,792.012782730334,50.852973,7.018593,0
10066,5-421-014-665.2.22:055900-33-104_ACD39FD6-88B3-46BF-AC83-B03D01095FEF,665,1900-01-01 05:59:00.000000000,5,59,1,50.96382,7.161145,1400421,0,37.0,41.0,60.0,3667,610.384852879924,50.959884,7.167338,1
4052,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3988,1900-01-01 05:59:00.000000000,5,59,17,51.132317,7.214772,1600265,1,24.0,24.0,60.0,1049,403.018108864386,51.135568,7.212514,2
11359,590-3-001-583.1.12:055900-27-265_96D3A811-68F7-4CB9-8B98-B0770129A34F,583,1900-01-01 05:59:00.000000000,5,59,1,50.96708,7.039481,100003,1,26.0,52.0,120.0,579,869.836816649129,50.961498,7.031285,2
11332,590-3-001-583.1.12:055900-27-265_96D3A811-68F7-4CB9-8B98-B0770129A34F,583,1900-01-01 05:59:00.000000000,5,59,1,50.96708,7.039481,100003,0,25.0,25.0,60.0,584,419.043422119174,50.961498,7.031285,2
11636,6010238-601-006-9478.2.22:055600-44-1_0AE2BABB-BCFB-4EDD-9F86-AF4700977CDB,694,1900-01-01 05:59:00.000000000,5,59,4,50.750893,7.046542,600601,1,15.0,15.0,60.0,1441,250.417728928598,50.74911,7.048855,4
2561,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,169,1900-01-01 05:59:00.000000000,5,59,7,50.931195,6.907968,100013,0,19.0,23.0,120.0,178,647.525936583276,50.936998,6.90855,3
4034,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,1049,1900-01-01 05:59:00.000000000,5,59,18,51.135568,7.212514,1600265,0,24.0,24.0,60.0,3988,403.018108864386,51.143718,7.219687,2
15746,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,766,1900-01-01 05:59:10.000000000,5,59,11,50.84861,7.009665,100164,1,27.0,27.0,60.0,767,454.343857245845,50.844799,7.007609,2
15731,959-164-001-488.2.25:054400-13-264_DF86B98A-E628-48AC-8AA4-B0860096E5AF,765,1900-01-01 05:59:33.913043478,5,59,9,50.852973,7.018593,100164,0,35.0,35.0,60.0,764,588.714193885515,50.851457,7.014171,1
384,1001-857-012-1489.2.21:054300-38-153_8089E1A4-1AE3-429C-A47D-B05400EB6553,1016,1900-01-01 06:00:00.000000000,6,0,11,50.608355,7.087494,1200857,0,38.0,38.0,240.0,6200,2563.59854904589,50.619153,7.115878,1
4035,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,3538,1900-01-01 06:00:00.000000000,6,0,22,51.143718,7.219687,1600265,0,34.0,34.0,60.0,3537,560.040914878415,51.143718,7.219687,1
10098,5-421-014-665.2.22:055900-33-104_ACD39FD6-88B3-46BF-AC83-B03D01095FEF,3667,1900-01-01 06:00:00.000000000,6,0,2,50.959884,7.167338,1400421,1,12.0,18.0,180.0,665,610.384852879924,50.958331,7.171655,4
10067,5-421-014-665.2.22:055900-33-104_ACD39FD6-88B3-46BF-AC83-B03D01095FEF,3667,1900-01-01 06:00:00.000000000,6,0,2,50.959884,7.167338,1400421,0,22.0,22.0,60.0,3668,363.981015417048,50.958331,7.171655,2
4053,2-265-016-3231.2.21:054100-22-1_63526704-9D4C-44C6-B7D1-B06C01392CA7,1049,1900-01-01 06:00:00.000000000,6,0,18,51.135568,7.212514,1600265,1,18.7,28.0,100.0,3535,474.969901649465,51.138992,7.21349,3
11597,6010238-601-006-9478.2.22:055600-44-1_0AE2BABB-BCFB-4EDD-9F86-AF4700977CDB,1441,1900-01-01 06:00:00.000000000,6,0,5,50.74911,7.048855,600601,0,15.0,15.0,60.0,694,250.417728928598,50.746627,7.051066,4
2582,13-13-001-160.1.14:055200-23-2_474C322B-95E3-48EB-946E-B031014124E4,169,1900-01-01 06:00:00.000000000,6,0,7,50.931195,6.907968,100013,1,23.0,23.0,60.0,170,385.479143630708,50.936998,6.90855,2
11333,590-3-001-583.1.12:055900-27-265_96D3A811-68F7-4CB9-8B98-B0770129A34F,579,1900-01-01 06:00:00.000000000,6,0,2,50.961498,7.031285,100003,0,26.0,26.0,120.0,583,869.836816649129,50.957886,7.024985,2
